full_name,a,e,G,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,neo,pha,moid,diam_bin
 11149 Tateshina (1997 XZ9),2.441900263016459,0.05768908933862065,,5.05008318936897,258.8761445915887,211.4027106126198,2.301029260587302,2.582771265445617,3.81592723568713,13393.0,0,1607,14.1,3.488,,0.438,12.85,,,,,,,N,N,1.31969,Small
 95406 (2002 CE212),2.691691878559775,0.03766022080956221,,5.235059309535336,322.3865315413856,50.02621753073488,2.590322168061908,2.793061589057641,4.41617442661949,9483.0,0,211,16.5,,,0.078,,,,,,,,N,N,1.5912,Missing
       (2013 QH91),3.085206879567796,0.2216956588331541,,8.511724234142847,141.7849618478351,223.8878165484241,2.401229907765434,3.769183851370158,5.41919325707295,20.0,7,11,17.631,,,0.078,,,,,,,,N,N,1.40664,Missing
273528 (2007 BG27),2.326203859469985,0.1486563211972924,,5.606776650023526,123.5491817819983,296.3907574386529,1.980398951366234,2.672008767573737,3.54796935620099,5643.0,0,172,17.4,,,0.078,,,,,,,,N,N,1.00037,Missing
       (2005 UG383),2.765556997960443,0.04008368409317801,,8.136075586314911,79.20531318708984,355.7831515407239,2.654703284912519,2.876410711008367,4.59919816946601,8.0,8,9,17.121,,,0.078,,,,,,,,N,N,1.66923,Missing
386988 (2012 QR20),2.474600354565601,0.1537008010539826,,4.855940023158421,310.2786506099487,69.18930050873877,2.094252297780399,2.854948411350804,3.89283331660234,6380.0,0,110,17.7,,,0.078,,,,,,,,N,N,1.10133,Missing
       (2011 UA193),2.504468394742756,0.5905040570590436,,11.95667309936267,215.1642095733204,180.5805379309447,1.025569646871008,3.983367142614503,3.96352439397727,8.0,8.0,59,24.7,,,0.078,,,,,,,,Y,N,0.0320596,Missing
465897 (2010 UK58),2.620983277763445,0.2729349187532987,,12.51287553173738,246.1875474586922,139.0993037500056,1.905625419793325,3.336341135733566,4.24330820796553,9088.0,0,151,17.0,,,0.078,,,,,,,,N,N,0.929166,Missing
       (2015 KR125),1.86321100637916,0.04612963134898497,,23.60279171134069,56.60746442722068,355.0672810619174,1.777261769529518,1.949160243228802,2.54332150687381,647.0,3,29,18.4,,,0.078,,,,,,,,N,N,0.788944,Missing
363986 (2005 UC231),2.744671808616897,0.1964883253401958,,2.541038816926957,215.9525735060515,112.6838287081657,2.205375841333317,3.283967775900478,4.54719767936463,4668.0,0,130,17.2,,,0.078,,,,,,,,N,N,1.19486,Missing
276146 (2002 JP74),2.699923755057107,0.2823965816467008,,1.931867948205167,263.4660766663984,11.51160754362047,1.937474515922255,3.462372994191958,4.43644858007531,9456.0,0,194,16.8,,,0.078,,,,,,,,N,N,0.920649,Missing
       (2010 HM74),2.683260964755764,0.0176028796525157,,11.21948313958006,66.83988185102106,313.7119639788642,2.636027844916875,2.730494084594652,4.39544217852012,1.0,9,9,16.2,3.768,,0.041,,,,,,,,N,N,1.65417,Small
274569 (2008 SE297),2.587350939186234,0.1881907674291335,,16.13149511727598,117.8888513585801,202.214169339456,2.100435380332288,3.074266498040181,4.16189587543152,7237.0,0,240,15.9,,,0.078,,,,,,,,N,N,1.09324,Missing
 30501 (2000 RH17),3.199979339062614,0.09882468906295191,,8.367678319395175,260.2676960922118,334.3737813448254,2.883742375871881,3.516216302253347,5.72438669546854,24563.0,0,1463,12.8,12.856,,0.097,,,,,,,,N,N,1.87453,Medium
       (2015 BU107),3.145311079224236,0.1136542808172083,,11.84989101295284,310.1736368895255,192.6567308568093,2.787833010568608,3.502789147879864,5.57832238182298,4492.0,0,78,16.136,,,0.078,,,,,,,,N,N,1.80266,Missing
       (2012 JR39),2.347275390551202,0.165486500667558,,3.550856239513169,248.538299754491,278.0734405343871,1.958833000065808,2.735717781036596,3.59628639925305,4590.0,0.0,54,18.31,,,0.078,,,,,,,,N,N,0.969981,Missing
141085 (2001 XQ35),3.051363738518316,0.1349641637839575,,10.61884660984169,12.58254349583326,324.0609545596208,2.639538983148501,3.463188493888131,5.33026957336908,8564.0,0.0,431,14.8,5.567,,0.069,,,,,,,,N,N,1.63889,Small
 96790 (1999 RW109),2.68225865221473,0.1704821575682058,,13.03911314061641,318.5844555901832,63.72263393152399,2.224981410029175,3.139535894400285,4.39297958052987,7180.0,0,347,15.4,,,0.078,,,,,,,,N,N,1.25943,Missing
362304 (2009 SB328),3.068060178366133,0.213358318189872,,1.386060636309158,231.9179099201464,76.81197540740786,2.413464018604616,3.722656338127649,5.37407858706787,7639.0,0,180,16.3,,,0.078,,,,,,,,N,N,1.39849,Missing
252689 (2002 BU21),2.732156965466333,0.2224335161919018,,28.41378355015897,93.38061978558092,35.69992558511606,2.12443368484946,3.339880246083206,4.51613246450756,5632.0,0,414,15.3,,,0.078,,,,,,,,N,N,1.17944,Missing
349226 (2007 TK22),2.699461879382041,0.2037486156022374,,11.94679571402659,54.49327695624051,284.2387576118791,2.149450258586936,3.249473500177146,4.43531021457026,4286.0,0,270,15.9,3.726,,0.061,,,,,,,,N,N,1.17798,Small
401080 (2011 US103),2.56855880400093,0.06939649465176415,,16.05840412485501,58.77303779906792,187.5801667692831,2.390309826696338,2.746807781305523,4.11663603649002,6240.0,0,98,16.9,,,0.078,,,,,,,,N,N,1.37791,Missing
       (2014 ND50),2.629757881830087,0.2418677406866122,,12.74341809787855,329.7226047306457,337.7535629860531,1.993704284399033,3.265811479261141,4.26463483858368,70.0,4,41,17.6,,,0.078,,,,,,,,N,N,0.984601,Missing
213607 (2002 PL103),2.668402286461654,0.1985821856799103,,12.2423042276017,166.9872509702541,213.8290985034617,2.138505128142829,3.19829944478048,4.35898283094446,7126.0,0,269,16.1,,,0.078,,,,,,,,N,N,1.14981,Missing
324296 (2006 DL56),3.22288649703729,0.05826430589244219,,6.34040645070028,108.3656585446642,197.5544848019718,3.035107252317288,3.410665741757292,5.78596388587016,4439.0,0,144,15.8,,,0.078,,,,,,,,N,N,2.01985,Missing
       (2005 TJ94),2.43225702936894,0.2539252930821123,,5.074395463411721,344.0571213881232,349.8437461484824,1.814645450335404,3.049868608402476,3.79334552431533,15.0,7,9,19.178,,,0.078,,,,,,,,N,N,0.804068,Missing
 60720 (2000 GC72),2.36396068867522,0.1745150776478309,,3.272016123121531,64.66466664596541,164.9094837766391,1.951413905534644,2.776507471815795,3.63470005507911,8106.0,0,486,16.3,,,0.078,,,,,,,,N,N,0.941325,Missing
493278 (2014 UB153),2.575744816956073,0.2026481185456586,,3.515941844140838,89.76101618108369,4.418461965395942,2.053774975946193,3.097714657965953,4.13392367690324,4402.0,0,105,17.8,,,0.078,,,,,,,,N,N,1.07061,Missing
       (2004 US10),39.41085866755977,0.2169148015919618,,10.29350029905635,14.09664665179926,6.394472117356406,30.8620600791172,47.95965725600234,247.418430749527,4099.0,3,51,9.3,,,0.078,,,,,,,,N,N,29.8644,Missing
       (2015 PZ63),3.073348000578807,0.1903037356407319,,20.27353955847289,300.3752780058765,251.6858052908322,2.488478395144686,3.658217606012928,5.38797796220434,4126.0,0,83,16.524,,,0.078,,,,,,,,N,N,1.57558,Missing
125899 (2001 XT216),2.338810669822199,0.1106173607281024,,1.460025369944563,64.83265612444114,280.728074633186,2.080097606283742,2.597523733360656,3.57685061055634,6078.0,0,541,16.7,,,0.078,,,,,,,,N,N,1.07237,Missing
 26096 (1988 SD3),2.687527608707017,0.1923307972759878,,14.55005982492761,114.4061467456956,208.2376028522044,2.170633281023168,3.204421936390867,4.40593011100531,10918.0,0,1095,14.1,4.085,,0.233,11.228,,,,,,,N,N,1.1666,Small
502321 (2015 BL160),2.778792349913285,0.09996835353437948,,2.585267292321185,250.5491901727399,152.1352610168529,2.501001053878524,3.056583645948045,4.63225377737661,3776.0,0,92,17.0,,,0.078,,,,,,,,N,N,1.50944,Missing
 54802 (2001 ME19),2.794358365452792,0.2705213121807333,,11.92947086596005,252.0124355367724,170.7984875217266,2.038424873727294,3.550291857178291,4.67123111544471,22882.0,0,939,14.2,7.798,,0.067,,,,,,,,N,N,1.05252,Small
       (2015 RF265),2.41992558839283,0.05512685742064746,,5.884152189362347,172.2549416499387,325.397533030587,2.286522695512922,2.553328481272737,3.76453396629012,1953.0,0,32,18.0,,,0.078,,,,,,,,N,N,1.30219,Missing
284447 (2007 ET144),5.176654927038309,0.0805807857068664,,4.828633136203553,141.9300330454056,130.9815179618538,4.759516005684241,5.593793848392377,11.7782841232616,7175.0,0,182,13.6,,,0.078,,,,,,,,N,N,3.74527,Missing
       (2010 WJ26),2.634920255561985,0.2455959972979707,,4.486354407298159,47.26173258793348,324.4603394525589,1.987794387596616,3.282046123527354,4.27719860348056,2854.0,1,68,17.9,,,0.078,,,,,,,,N,N,0.989435,Missing
221285 (2005 UZ357),2.560858371680164,0.09659075954808924,,3.806766703773837,331.2079798116422,249.387817382209,2.313503116464493,2.808213626895834,4.0981376630872,9219.0,0,264,16.4,,,0.078,,,,,,,,N,N,1.30895,Missing
  1238 Predappia (1932 CA),2.666174476942374,0.1407071086574898,,12.15446871835313,51.94073899289299,91.93616850308952,2.291024775115417,3.04132417876933,4.35352509524813,29961.0,0,2134,12.1,20.606,,0.07,8.94,,,,,,,N,N,1.34192,Medium
 59029 (1998 SP118),2.690980666605142,0.2396543559574019,,1.877453191407512,198.9853020242986,161.7889619948529,2.046075428056067,3.335885905154218,4.41442424752762,10332.0,0,336,16.0,,,0.078,,,,,,,,N,N,1.04231,Missing
438782 (2008 VO64),2.603548311300777,0.2692264781256852,,13.5123400356111,137.8984503572072,269.7992318445973,1.902604168819193,3.30449245378236,4.20103851843314,8112.0,0,107,16.9,,,0.078,,,,,,,,N,N,0.967485,Missing
179663 (2002 QH31),2.303748268776125,0.1466567735958395,,3.165409436555431,89.16678339034303,155.0522703709033,1.965887980500417,2.641608557051832,3.49671901373533,6110.0,0,320,16.9,,,0.078,,,,,,,,N,N,0.952987,Missing
358514 (2007 RQ291),2.367312679139218,0.08391745056087768,,7.024681961127047,185.2725460886605,67.89191700905086,2.168653834425414,2.565971523853023,3.6424335579265,4616.0,0,134,17.4,,,0.078,,,,,,,,N,N,1.1662,Missing
       (2016 TP29),2.34097644487011,0.2537119754278716,,8.787373955512964,293.3661958313289,69.56823866093819,1.747042686611999,2.934910203128222,3.5818200894925,45.0,5,38,19.078,,,0.078,,,,,,,,N,N,0.766123,Missing
427650 (2003 YD1),1.941856293968637,0.06890432502026188,,17.55641678034726,280.5151747738549,228.7269712961897,1.808053996746381,2.075658591190894,2.70603763768672,7622.0,0,115,18.0,,,0.078,,,,,,,,N,N,0.850207,Missing
249733 (2000 SL82),2.244217994778301,0.2100583738581422,,3.230023732147302,89.93276050834623,308.3802173333654,1.772801212211991,2.715634777344612,3.36206234641808,8863.0,0,315,16.9,,,0.078,,,,,,,,N,N,0.782121,Missing
479539 (2014 BP40),2.628387415152623,0.1701785050733217,,5.031080514913254,343.5590018359336,84.96574499364861,2.181092374088417,3.075682456216828,4.26130157825248,3396.0,0,98,17.4,,,0.078,,,,,,,,N,N,1.2018,Missing
  8947 Mizutani (1997 CH26),2.755201533588199,0.2118202081647134,,8.823064422807235,115.6193731136761,271.1871798245459,2.171594171207809,3.338808895968589,4.5733902286099,11807.0,0,1457,13.6,8.588,,0.087,,,,,,,,N,N,1.19693,Small
       (2017 DR115),2.231056494857928,0.188017160304994,,6.40067597109344,47.64018871060009,127.8237723960944,1.811579588214727,2.650533401501129,3.33252989274603,4174.0,0,95,18.0,,,0.078,,,,,,,,N,N,0.823989,Missing
       (2011 UG192),2.358241803548708,0.1855562257350316,,2.391723858559181,6.193057428112122,43.17812439513789,1.920655355111636,2.795828251985781,3.6215184555531,6549.0,0.0,44,18.8,,,0.078,,,,,,,,N,N,0.931215,Missing
 91692 (1999 TZ129),3.025462694423101,0.08120775818053744,,11.41226030077822,190.1187290341732,277.1320637219887,2.779771651550152,3.27115373729605,5.26254600672112,6882.0,0,945,14.1,,,0.078,,,,,,,,N,N,1.82585,Missing
 19055 (1066 T-2),3.02664564502492,0.1213952861459358,,3.882312431387213,199.1959836808416,139.5247868662437,2.659225130884769,3.39406615916507,5.26563277777652,16669.0,0,1086,14.1,4.031,,0.273,4.734,,,,,,,N,N,1.65104,Small
       (2005 SU4),2.605699074929216,0.4347870394929949,,27.7602952692548,163.7161394311387,258.7927795407627,1.472774888331106,3.738623261527325,4.20624524336974,4985.0,0,169,16.5,,,0.078,,,,,,,,N,N,0.693413,Missing
       (2012 VL12),2.788234238321779,0.1920995472521051,,7.790864868297772,209.6923387216082,223.8296348082862,2.252615703507347,3.323852773136211,4.65588329861932,19.0,8.0,11,18.797,,,0.078,,,,,,,,N,N,1.27422,Missing
203347 (2001 UV148),2.243248219561261,0.1177257756717438,,4.710760154721505,77.63894766455995,306.6776107590262,1.979160082889153,2.507336356233369,3.35988335188855,6348.0,0,270,17.2,,,0.078,,,,,,,,N,N,0.986696,Missing
 76784 (2000 KR71),2.659144149799139,0.135791184901101,,14.40466025255066,126.3585461800973,7.195193652683264,2.298055814875083,3.020232484723194,4.33631700141934,7147.0,0,669,15.1,3.766,,0.114,,,,,,,,N,N,1.31369,Small
424589 (2008 GV71),2.367389937382097,0.1856436208129005,,3.244401902095597,57.65567749215667,208.1236204981686,1.927899097530459,2.806880777233735,3.6426118679032,6079.0,0,163,17.6,,,0.078,,,,,,,,N,N,0.912429,Missing
379980 (2012 TF78),5.145871284658754,0.07752035223708172,,18.7533680481777,30.91383008909254,244.2754122491702,4.746961530105323,5.544781039212185,11.6733788535165,8427.0,0,153,13.2,,,0.078,,,,,,,,N,N,3.78067,Missing
 58817 (1998 GJ11),2.598243399612951,0.2161987955209443,,30.88542022904066,357.880902191651,116.2573541761013,2.036506306146388,3.159980493079515,4.18820519669792,8263.0,0,565,15.2,2.091,,0.486,,,,,,,,N,N,1.17172,Small
       (2017 XC),2.373495106115707,0.6009186851245458,,33.63525041833432,48.47522801406566,318.5942432250383,0.9472175477991122,3.799772664432303,3.65671163104898,50.0,6,65,19.9,,,0.078,,,,,,,,Y,Y,0.0491112,Missing
512198 (2015 SY15),3.150998437040915,0.09195793572619657,,9.562876454634967,210.4142054453953,54.69794328271946,2.861239125294161,3.44075774878767,5.59345931995066,5332.0,0,78,16.4,,,0.078,,,,,,,,N,N,1.85912,Missing
       (2015 OU32),2.934356324551016,0.1038782308035419,,12.04718983700821,97.15969682423405,352.7958272882943,2.629540581009473,3.23917206809256,5.02663646168874,6021.0,0,80,15.7,,,0.078,,,,,,,,N,N,1.64663,Missing
       (2013 TA1),2.868773757408992,0.1476771333881382,,15.65412276834339,52.88729256310531,248.1229012457514,2.445121472575714,3.29242604224227,4.85906435957862,8.0,8,12,16.255,,,0.078,,,,,,,,N,N,1.47819,Missing
       (2014 JN23),2.750913599915505,0.189263700759791,,8.374687313783726,87.21769594715205,144.0953474885486,2.230265511525058,3.271561688305953,4.56271799911835,5643.0,0,64,17.1,,,0.078,,,,,,,,N,N,1.22523,Missing
270750 (2002 RP57),2.220530276815664,0.176594573471661,,3.771482164753308,203.293117578962,158.7447440121832,1.828396679700492,2.612663873930835,3.30897320931063,5780.0,0,279,16.9,,,0.078,,,,,,,,N,N,0.82555,Missing
       (2005 QS22),2.863060799495348,0.1748655565440149,,1.663376319911327,262.2134048876839,11.83477948323045,2.362410079372242,3.363711519618454,4.84455686912528,2.0,9,9,18.103,,,0.078,,,,,,,,N,N,1.34614,Missing
316958 (2001 FG1),2.517803098459444,0.1764159008612482,,5.268486435685103,23.03661952903661,354.6219135392254,2.07362259665348,2.961983600265409,3.99522136767707,6785.0,0,264,15.7,,,0.078,,,,,,,,N,N,1.07479,Missing
416566 (2004 DB60),3.108970364320184,0.2331439481543564,,16.80763095290401,154.4827300958941,282.1034472497846,2.384132738887689,3.83380798975268,5.48192482443631,5345.0,0,179,16.1,,,0.078,,,,,,,,N,N,1.46548,Missing
456566 (2007 CC21),2.740592862172304,0.1412679225989209,,14.58264061245848,134.5444824133932,38.81491617464886,2.353435001843792,3.127750722500816,4.53706483783844,4258.0,0,145,16.5,,,0.078,,,,,,,,N,N,1.37883,Missing
103330 (2000 AX69),2.580771492321133,0.2388034463582818,,3.860479068383203,197.9260538682513,237.9218587068324,1.96447436569164,3.197068618950625,4.14603087037574,7281.0,0,1204,15.1,,,0.078,,,,,,,,N,N,0.982627,Missing
 30103 (2000 FY2),2.37026171397694,0.126696040795016,,2.151456941206298,233.2680458092949,7.02684265908544,2.069958939168053,2.670564488785826,3.64924191587771,9072.0,0,741,16.2,3.753,,0.042,,,,,,,,N,N,1.05737,Small
309969 (2009 HF44),2.554697171386785,0.06336417350804482,,9.981474774997244,59.08454747820574,19.75572758039159,2.392820896558522,2.716573446215049,4.08335692345237,5782.0,0,160,16.5,,,0.078,,,,,,,,N,N,1.40964,Missing
115396 (2003 SA287),2.974852834848132,0.2495858005412857,,13.69773598019082,190.8887238355612,260.8511047946943,2.232371808570048,3.717333861126217,5.13105218353155,9105.0,0,278,15.3,5.612,,0.041,,,,,,,,N,N,1.29629,Small
226271 (2003 AU66),2.356367972412619,0.0565870086336932,,6.844473618650092,162.0583501303651,298.0880911559763,2.223028157613547,2.48970778721169,3.6172028893048,9602.0,0,265,16.7,,,0.078,,,,,,,,N,N,1.24926,Missing
       (2014 QP362),1.592577415302723,0.2747189440572693,,7.080751122916851,336.0893668012797,22.06518223231202,1.155066229441304,2.030088601164143,2.00982864257443,4.0,8,9,24.4,,,0.078,,,,,,,,Y,N,0.154503,Missing
 18872 Tammann (1999 VR20),2.59578392247622,0.07170003082065311,,14.24615007008762,222.9348617202707,16.14796264582861,2.409666135230919,2.781901709721521,4.1822598201723,23999.0,0,1769,13.3,5.482,,0.162,,,,,,,,N,N,1.40125,Small
347621 (2001 SB114),2.992966565929385,0.1781131793065142,,13.07118937489438,2.002060513842138,45.01475600310882,2.459879775313602,3.526053356545167,5.17798753221832,6429.0,0,172,15.7,,,0.078,,,,,,,,N,N,1.48621,Missing
       (2019 GD20),1.026369591541084,0.5360666652362911,,23.33692211967176,176.148226775066,156.7267167692266,0.476167067303721,1.576572115778447,1.03983364928041,21.0,7,58,21.38,,,0.078,,,,,,,,Y,N,0.219073,Missing
296312 (2009 DW133),2.715801617449834,0.05884278930581622,,2.668513838018677,133.3107446266668,178.1822249173311,2.555996275077839,2.87560695982183,4.47564123271751,5652.0,0,213,16.3,,,0.078,,,,,,,,N,N,1.54078,Missing
       (2006 WG81),2.346213224862685,0.1875590448691926,,8.089524021031245,242.2907084996966,174.2387233176422,1.906159713347971,2.786266736377398,3.59384564185079,4574.0,0,48,18.0,,,0.078,,,,,,,,N,N,0.918033,Missing
478303 (2011 WH55),3.124295856439824,0.04752266035095257,,15.65851850625195,49.55756156130519,42.27420705008579,2.975821005618346,3.272770707261302,5.52250899001212,6698.0,0,87,16.1,,,0.078,,,,,,,,N,N,2.00615,Missing
       (2016 LP7),2.41232325208547,0.2567203568111698,,12.45387665745868,142.1906129001572,191.139391153543,1.793030766066206,3.031615738104733,3.74680815417441,57.0,5,25,18.281,,,0.078,,,,,,,,N,N,0.78296,Missing
329160 (2012 BJ74),3.213334858433376,0.05502878338284536,,10.66768532107494,143.371978337713,48.73770786144895,3.0365089505721,3.390160766294652,5.76026124241621,6284.0,0,256,15.2,,,0.078,,,,,,,,N,N,2.05144,Missing
235376 (2003 WK44),3.173261929457137,0.04868408388917916,,11.73841294240573,309.2928990006926,177.0940801544027,3.018774579481107,3.327749279433166,5.65284509130968,6210.0,0,271,15.2,3.855,,0.119,,,,,,,,N,N,2.03433,Small
505040 (2011 RE5),3.156284577369478,0.1498826221120493,,22.25217083835865,317.6154942709888,166.0579369120856,2.683212368781519,3.629356785957436,5.60754067010649,4046.0,0,92,16.3,,,0.078,,,,,,,,N,N,1.70252,Missing
535123 (2014 WC533),2.856875790244334,0.1472014889846926,,15.64486443949311,161.5202254698509,250.7468962542081,2.436339420076048,3.277412160412621,4.82886696090922,5607.0,0,77,16.8,,,0.078,,,,,,,,N,N,1.49508,Missing
325696 (2009 UA34),3.039466300476418,0.09414833620957296,,9.970172270267357,49.52996313346255,203.0263474367768,2.753305605321497,3.325626995631339,5.29912545174499,7703.0,0,178,15.8,4.926,,0.042,,,,,,,,N,N,1.74233,Small
       (2003 YG139),3.098973254579064,0.3260817236755428,,17.92515065829248,268.1314527246399,158.5431982273336,2.088454714101516,4.109491795056613,5.45550482779599,5867.0,0,184,15.9,,,0.078,,,,,,,,N,N,1.11214,Missing
       (2015 RF239),2.682618604389577,0.262457086107406,,13.92422539945351,92.88103412352886,203.9234841671706,1.978546342343972,3.386690866435181,4.39386389994585,3310.0,0,55,17.3,,,0.078,,,,,,,,N,N,0.96957,Missing
  2297 Daghestan (1978 RE),3.169300825959742,0.1265468740652308,,1.612349006857279,140.5059168152538,93.07384529812984,2.768235713462182,3.570365938457301,5.64226393736658,32145.0,0,2741,11.3,26.579,,0.091,7.75,,,,,,,N,N,1.75771,Medium
       (2006 RC119),2.555926022165072,0.1445062928934817,,14.73401572581487,191.4176749646658,302.1849041892167,2.186578627792014,2.92527341653813,4.08630351909377,3460.0,1,63,18.3,,,0.078,,,,,,,,N,N,1.23467,Missing
287503 (2003 BB45),2.673069171852058,0.1111523816198501,,12.86511998869853,142.7249557104318,259.4884009215718,2.375951167166101,2.970187176538015,4.37042325286177,6168.0,0,172,16.5,,,0.078,,,,,,,,N,N,1.42214,Missing
       (2007 JL9),2.3887082,0.2206683,,13.72652,76.44342,194.83526,1.861596,2.9158204,3.69192474934976,1568.314187076196,3,49,17.8,,,0.078,,,,,,,,N,N,0.8849650702966076,Missing
359748 (2011 UV78),3.042925793256468,0.1934207118534374,,8.594073942215084,21.20648567756298,41.57498735051183,2.454360920207617,3.63149066630532,5.30817514987411,8592.0,0,115,16.5,,,0.078,,,,,,,,N,N,1.47435,Missing
382230 (2012 RN18),3.157988459774691,0.1637824794717867,,2.743908651831859,240.0660978070777,17.1614085941548,2.640765279689504,3.675211639859878,5.61208202831586,7998.0,0,207,15.9,3.029,,0.064,,,,,,,,N,N,1.62561,Small
       (2015 BE254),2.763096423781894,0.1464702149916585,,3.084022497647002,264.7113194072327,242.163973903473,2.358385096547877,3.167807751015911,4.59306153005302,54.0,4,31,17.639,,,0.078,,,,,,,,N,N,1.37263,Missing
488429 (2016 XJ21),3.093133468336891,0.0587023347619801,,17.30004376977346,250.3158610025043,188.48438835323,2.911559312015095,3.274707624658689,5.44009135094596,5461.0,0,161,15.7,,,0.078,,,,,,,,N,N,1.92724,Missing
 41939 (2000 WQ186),2.56354125698167,0.1538532810949756,,7.270014911176006,226.0340143475319,160.4565757795785,2.169132023372702,2.957950490590638,4.10457947529671,9288.0,0,640,14.9,,,0.078,,,,,,,,N,N,1.17478,Missing
356302 (2010 GB28),2.351450451664008,0.110445208633226,,7.13464206275142,148.4931203013425,145.9007954017469,2.091744015939283,2.611156887388733,3.60588565006124,4605.0,0,126,17.5,,,0.078,,,,,,,,N,N,1.07955,Missing
432126 (2009 BY42),3.132953414859297,0.1242733060763347,,9.086522102397897,323.2225466787148,107.9677970599096,2.743610936211589,3.522295893507005,5.54547955026632,3661.0,0,101,15.8,,,0.078,,,,,,,,N,N,1.77548,Missing
240016 (2001 TU164),3.116626405452126,0.173444272101979,,6.285502455683258,38.45870536243932,348.3793097370769,2.576065407144674,3.657187403759577,5.50218667874155,9374.0,0,245,15.4,,,0.078,,,,,,,,N,N,1.58041,Missing
482490 (2012 SW27),2.417584438266397,0.186900073527125,,3.141383325790069,1.694112179967474,49.45668304355036,1.965737728996374,2.86943114753642,3.75907230627487,4938.0,0,73,18.1,,,0.078,,,,,,,,N,N,0.97757,Missing
503439 (2016 EA77),2.269772224101636,0.1126614193749392,,6.114044737998335,347.1143142433046,278.6523570135905,2.014056463676533,2.525487984526738,3.41964968106135,7233.0,0,80,17.9,,,0.078,,,,,,,,N,N,1.00898,Missing
       (2017 US35),2.741282375695539,0.1360971527474632,,14.45975905598336,261.1283312119461,49.6303568067762,2.368201649486574,3.114363101904503,4.53877718502714,528.0,4,34,16.4,,,0.078,,,,,,,,N,N,1.37851,Missing
 81540 (2000 HK19),2.626840116016851,0.06343793912939102,,1.298408586066577,205.9348761187257,206.6050705591741,2.460198792634332,2.793481439399371,4.25753926885877,10095.0,0,772,15.6,4.946,,0.046,,,,,,,,N,N,1.47049,Small
 86368 (1999 XB225),2.204949040312031,0.1799365099234415,,3.51772423191159,295.7936323075965,314.9708238406055,1.808198205439242,2.601699875184819,3.27420628144391,7964.0,0,555,16.4,,,0.078,,,,,,,,N,N,0.795756,Missing
462077 (2007 EU223),2.765488856714523,0.03632423337751377,,14.77259611873398,187.8612405146069,296.9572366593961,2.665034594080311,2.865943119348735,4.59902818933366,4226.0,0,67,17.0,,,0.078,,,,,,,,N,N,1.70269,Missing
       (2010 EA79),2.516452114075525,0.09818777014735472,,3.054919118366827,125.3667904093892,279.7823631992576,2.269367292311852,2.763536935839197,3.99200620904457,1448.0,5,13,17.446,,,0.078,,,,,,,,N,N,1.28041,Missing
       (2010 PO35),2.791110190324101,0.1001199512581874,,4.681162398241211,327.9233508926532,40.82620295409082,2.511664374112621,3.07055600653558,4.66308869170738,1471.0,5,19,16.4,2.38,,0.086,,,,,,,,N,N,1.51171,Small
337572 (2001 SW315),3.110946218810379,0.3929036647631916,,11.50283073106281,350.3593847611281,46.40646628314878,1.888644048558588,4.333248389062171,5.48715157410112,6347.0,0,99,16.1,,,0.078,,,,,,,,N,N,0.914114,Missing
177861 (2005 QM9),3.1251224575594,0.1515241603123454,,5.862521298143135,147.8836057362405,167.3721815752136,2.651590901304459,3.598654013814341,5.52470078661882,7596.0,0,247,15.5,3.815,,0.077,,,,,,,,N,N,1.63752,Small
536181 (2015 BB552),2.987727367894079,0.06394504507057973,,11.55047213834427,117.9778217148509,193.5622347904404,2.796677006695488,3.17877772909267,5.16439735709835,4574.0,0,43,17.0,,,0.078,,,,,,,,N,N,1.78234,Missing
       (2014 LW31),3.147090780763171,0.2649183039534672,,15.72194728178627,264.3105200759375,56.16559244809762,2.313368828735798,3.980812732790543,5.5830575985751,2320.0,2,21,16.5,,,0.078,,,,,,,,N,N,1.33967,Missing
       (2011 UR166),2.726260373584909,0.1927184478000032,,10.80767534235329,78.52327018241479,330.2309702200422,2.200859706088968,3.251661041080849,4.50152015436426,6066.0,0.0,76,17.3,,,0.078,,,,,,,,N,N,1.21848,Missing
119257 (2001 RN34),2.592267412718609,0.1304047122009772,,12.93751237469901,170.7038510888652,239.8410778384788,2.254223526815067,2.930311298622152,4.17376413491896,6396.0,0,578,15.5,,,0.078,,,,,,,,N,N,1.29138,Missing
       (2003 QP112),21.20605283285972,0.3328494167009257,,31.18178651339515,332.1046825134916,106.5077639085872,14.14763051691335,28.2644751488061,97.6557817302398,54.0,9,14,12.71,,,0.078,,,,,,,,N,N,13.3002,Missing
376924 (2002 CM29),2.551695913853232,0.2923217844339281,,4.215850713518717,38.20373897672251,39.35249955536917,1.805779610982892,3.297612216723572,4.07616334735589,6345.0,0,280,17.4,,,0.078,,,,,,,,N,N,0.823286,Missing
104048 (2000 EL13),2.41294717219224,0.1233611419051356,,3.019096375880488,279.8042078201637,316.2999773818976,2.115283253673838,2.710611090710643,3.74826185244467,7037.0,0,790,15.6,,,0.078,,,,,,,,N,N,1.10463,Missing
351371 (2005 EM11),2.544868287668684,0.2415683146751044,,5.80568829238382,13.59774003402965,170.6277126517469,1.930108744346441,3.159627830990926,4.0598142825249,9277.0,0,126,17.5,,,0.078,,,,,,,,N,N,0.932807,Missing
